rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
4553,497.01,497,108645766,108645766,1,FP,07h29m47.14s,112.446414,,,-28d29m02.1s,-28.483916,,,207.907,0.067,-0.067,0,1,-171.569,0.09,-0.09,0,1,2458492.914,0.006628,-0.006628,0,1,2.974175,0.001636,-0.001636,0,1,3.031634,0.343247,-0.343247,0,1,11707.25724,1687.3541,-1687.3541,0,1,3.756355,0.897648,-0.897648,0,1,13.8678401,,,,,492.1777269,,,,,13.2312,0.007,-0.007,0,1,56.336,0.1543,-0.1543,0,1,3333,102,-102,0,1,4.94824,0.506965,-0.506965,0,1,0.302,0.065,-0.065,0,1,2019/3/14 21:38,2021/12/8 10:10
4554,4970.01,4970,359523751,359523751,1,PC,13h24m57.52s,201.239647,,,-57d44m01.8s,-57.733832,,,-4.281,0.051,-0.051,0,1,-7.984,0.06,-0.06,0,1,2459357.905,0.0043,-0.0043,0,1,4.8397625,0.0017762,-0.0017762,0,1,3.244,0.316,-0.316,0,1,8880,17.059,-17.059,0,1,11.6978,0.782057,-0.782057,0,1,647.154,,,,,1405,,,,,12.365,0.007,-0.007,0,1,583.541,12.8625,-12.8625,0,1,6859,132.7,-132.7,0,1,4.4,0.08,-0.08,0,1,1.27,0.06,-0.06,0,1,2021/12/21 22:38,2024/8/22 10:08
4555,4971.01,4971,453942180,453942180,1,PC,10h17m05.66s,154.273599,,,-68d53m01.43s,-68.883731,,,,,,,,,,,,,2459355.695,0.002694,-0.002694,0,1,7.9674915,0.0000535,-0.0000535,0,1,3.374,0.346,-0.346,0,1,2920,3.64487,-3.64487,0,1,,,,0,1,84.3794,,,,,844,,,,,11.9736,0.006,-0.006,0,1,,,,0,1,5058.2,326.5,-326.5,0,1,,,,0,1,,,,0,1,2021/12/21 22:38,2024/8/22 10:08
4556,4972.01,4972,149585119,149585119,1,PC,15h31m59.04s,232.995996,,,-40d38m07.87s,-40.635519,,,-13.674,0.053,-0.053,0,1,-12.207,0.032,-0.032,0,1,2459355.969,0.001615,-0.001615,0,1,2.6492703,0.0000125,-0.0000125,0,1,2.42,0.147,-0.147,0,1,10560,8.12476,-8.12476,0,1,12.9788,,,0,1,560.52,,,,,1355,,,,,13.1773,0.006,-0.006,0,1,677.826,11.296,-11.296,0,1,5743,122,-122,0,1,4.25,,,0,1,1.25,,,0,1,2021/12/21 22:38,2024/8/22 10:08
4557,4973.01,4973,397522142,397522142,1,PC,10h34m17.98s,158.574934,,,-71d12m15.09s,-71.204192,,,0.63,0.044,-0.044,0,1,-4.745,0.039,-0.039,0,1,2459354.079,0.00048,-0.00048,0,1,7.9486299,0.0000099,-0.0000099,0,1,1.29,0.229,-0.229,0,1,6340,9.18865,-9.18865,0,1,9.54103,0.579988,-0.579988,0,1,34.816,,,,,676,,,,,10.7271,0.006,-0.006,0,1,178.064,0.7605,-0.7605,0,1,5742,124,-124,0,1,4.51,0.08,-0.08,0,1,0.93,0.05,-0.05,0,1,2021/12/21 22:38,2024/8/22 10:08
4558,4974.01,4974,148478039,148478039,1,PC,15h21m17.4s,230.322481,,,-38d49m58.49s,-38.832914,,,4.191,1.178,-1.178,0,1,-3.627,1.178,-1.178,0,1,2459348.687,0.001606,-0.001606,0,1,10.6006859,0.0000396,-0.0000396,0,1,3.663,0.157,-0.157,0,1,16260,9.3875,-9.3875,0,1,,,,0,1,107.932,,,,,897,,,,,12.7126,0.006,-0.006,0,1,782.916,,,0,1,6303.2,496.1,-496.1,0,1,,,,0,1,,,,0,1,2021/12/21 22:38,2024/8/22 10:08
4559,4975.01,4975,304085024,304085024,1,PC,09h24m12.28s,141.051186,,,-67d41m01.33s,-67.683704,,,-0.475,3.088,-3.088,0,1,19.258,3.088,-3.088,0,1,2459355.37,0.002726,-0.002726,0,1,4.4834145,0.0000254,-0.0000254,0,1,2.363,0.252,-0.252,0,1,4810,6.41111,-6.41111,0,1,,,,0,1,,,,,,,,,,,12.967,0.019,-0.019,0,1,612.156,,,0,1,,,,0,1,,,,0,1,,,,0,1,2021/12/21 22:38,2024/8/22 10:08
4560,4976.01,4976,210629725,210629725,1,PC,14h10m49.88s,212.70783,,,-54d17m51.14s,-54.29754,,,-2.558,0.055,-0.055,0,1,-0.542,0.065,-0.065,0,1,2459357.471,0.006419,-0.006419,0,1,3.027103,0.0000395,-0.0000395,0,1,3.964,0.575,-0.575,0,1,6250,18.3543,-18.3543,0,1,10.9691,,,0,1,1882.44,,,,,1835,,,,,13.3665,0.007,-0.007,0,1,802.781,19.0945,-19.0945,0,1,6275,122,-122,0,1,4.24,,,0,1,1.39,,,0,1,2021/12/21 22:38,2024/8/22 10:08
4561,4977.01,4977,68081952,68081952.01,1,PC,12h53m50.57s,193.460711,,,-54d20m45.47s,-54.345963,,,-45.068,0.038,-0.038,0,1,14.374,0.03,-0.03,0,1,2459355.339,0.00056,-0.00056,0,1,7.7023687,0.0000086,-0.0000086,0,1,2.321,0.167,-0.167,0,1,27310,8.29714,-8.29714,0,1,14.6181,0.872631,-0.872631,0,1,44.8696,,,,,721,,,,,12.5156,0.006,-0.006,0,1,294.629,3.632,-3.632,0,1,5333,128.6,-128.6,0,1,4.55,0.08,-0.08,0,1,0.85,0.05,-0.05,0,1,2021/12/21 22:38,2024/8/22 10:08
4562,4978.01,4978,145204443,145204443,1,PC,15h19m53.59s,229.97328,,,-45d43m04.8s,-45.718,,,-8.053,0.221,-0.221,0,1,-4.195,0.183,-0.183,0,1,2459357.614,0.003055,-0.003055,0,1,4.7190303,0.0013827,-0.0013827,0,1,1.538,0.485,-0.485,0,1,6800,403.954,-403.954,0,1,17.051,4.17738,-4.17738,0,1,292.335,,,,,1151,,,,,12.2913,0.008,-0.008,0,1,719.916,61.885,-61.885,0,1,6389,137.3,-137.3,0,1,4.07,0.11,-0.11,0,1,1.73,0.17,-0.17,0,1,2021/12/21 22:38,2024/8/22 10:08
4563,4979.01,4979,311736478,311736478,1,PC,12h05m54.17s,181.475721,,,-71d35m10.18s,-71.58616,,,-18.785,0.056,-0.056,0,1,4.696,0.044,-0.044,0,1,2459354.245,0.008699,-0.008699,0,1,3.6305988,0.0000545,-0.0000545,0,1,2.303,0.623,-0.623,0,1,570,204.666,-204.666,0,1,5.32844,2.09033,-2.09033,0,1,2058.82,,,,,1876,,,,,10.5895,0.006,-0.006,0,1,182.678,1.042,-1.042,0,1,5156,127,-127,0,1,4.14,0.09,-0.09,0,1,1.31,0.08,-0.08,0,1,2021/12/21 22:38,2024/8/22 10:08
4564,498.01,498,121338379,121338379,1,APC,08h36m21.79s,129.090789,,,-03d51m36.73s,-3.860202,,,-22.854,0.066,-0.066,0,1,4.87,0.058,-0.058,0,1,2459228.766,0.000337,-0.000337,0,1,0.2750478,0.0000123,-0.0000123,0,1,0.5251393,0.0917858,-0.0917858,0,1,703.0554225,40.40676,-40.40676,0,1,4.0587998,0.447492,-0.447492,0,1,34263.97336,,,,,3469.997649,,,,,9.58094,0.006,-0.006,0,1,188.364,1.443,-1.443,0,1,6218,195,-195,0,1,4.26662,2.00625,-2.00625,0,1,1.3227299,0.0560176,-0.0560176,0,1,2019/3/14 21:38,2023/7/12 10:10
4565,4980.01,4980,200435203,200435203,1,PC,04h41m38.77s,70.411544,,,-45d29m05.52s,-45.484868,,,-3.871,3.387,-3.387,0,1,0.949,3.387,-3.387,0,1,2459187.422,0.001453,-0.001453,0,1,16.1565078,0.0000429,-0.0000429,0,1,1.814,0.391,-0.391,0,1,13030,27.3905,-27.3905,0,1,,,,0,1,7.84717,,,,,466,,,,,12.9331,0.006,-0.006,0,1,,,,0,1,5215,200.9,-200.9,0,1,,,,0,1,,,,0,1,2022/1/5 20:01,2024/8/22 10:08
4566,4981.01,4981,14029793,14029793.01,1,PC,05h05m47.17s,76.446544,,,-38d51m52.71s,-38.864642,,,7.82,0.034,-0.034,0,1,6.999,0.045,-0.045,0,1,2459199.878,0.000866,-0.000866,0,1,0.2097217,0.0000004,-0.0000004,0,1,0.25,0.06,-0.06,0,1,1250,1439.97,-1439.97,0,1,11.9597,4.55719,-4.55719,0,1,6373.11,,,,,2489,,,,,12.4813,0.006,-0.006,0,1,505.695,5.3265,-5.3265,0,1,6046,128.3,-128.3,0,1,4.42,0.08,-0.08,0,1,1.08,0.05,-0.05,0,1,2022/1/5 20:01,2024/8/22 10:08
4567,4982.01,4982,46627476,46627476.01,1,PC,05h40m02.71s,85.01129,,,-17d33m50.71s,-17.564085,,,-0.398,0.029,-0.029,0,1,8.184,0.033,-0.033,0,1,2459197.859,0.001468,-0.001468,0,1,2.5665666,0.0000084,-0.0000084,0,1,3.177,0.183,-0.183,0,1,9060,4.1166,-4.1166,0,1,15.79,,,0,1,1270.4,,,,,1663,,,,,13.3495,0.007,-0.007,0,1,1068.73,20.95,-20.95,0,1,6020,122,-122,0,1,4.09,,,0,1,1.57,,,0,1,2022/1/5 20:01,2024/8/22 10:08
4568,4983.01,4983,80137654,80137654.01,1,PC,07h00m35.8s,105.149163,,,-20d33m53.1s,-20.564749,,,,,,,,,,,,,2459219.069,0.004179,-0.004179,0,1,5.7527363,0.0000463,-0.0000463,0,1,5.075,1.011,-1.011,0,1,12970,21.3794,-21.3794,0,1,,,,0,1,795.35,,,,,1479,,,,,13.01,0.166,-0.166,0,1,1403.22,,,0,1,5951,526.5,-526.5,0,1,,,,0,1,,,,0,1,2022/1/5 20:18,2024/8/22 10:08
4569,4984.01,4984,177391159,177391159,1,PC,07h04m14.51s,106.060479,,,-00d22m02.3s,-0.367305,,,,,,,,,,,,,2459226.756,0.003321,-0.003321,0,1,3.6748618,0.0000262,-0.0000262,0,1,4.042,0.345,-0.345,0,1,2990,3.29978,-3.29978,0,1,,,,0,1,1164.16,,,,,1627,,,,,12.4373,0.006,-0.006,0,1,1211.61,,,0,1,6084.3,342.3,-342.3,0,1,,,,0,1,,,,0,1,2022/1/5 20:18,2024/8/22 10:08
4570,4985.01,4985,294315741,294315741,1,FP,06h12m23.02s,93.095903,,,+12d50m18.97s,12.838602,,,0.484,0.05,-0.05,0,1,-0.289,0.047,-0.047,0,1,2459546.191,0.001555,-0.001555,0,1,3.5678072,0.000034,-0.000034,0,1,2.968,0.176,-0.176,0,1,17670,2961.66,-2961.66,0,1,34.7616,,,0,1,4074.35,,,,,2225,,,,,13.3162,0.026,-0.026,0,1,1421.29,57.345,-57.345,0,1,7819,123,-123,0,1,4.24,,,0,1,1.71,,,0,1,2022/1/6 22:32,2024/8/22 10:08
4571,4986.01,4986,5592720,5592720.01,1,PC,07h26m05.17s,111.521557,,,-06d04m56.88s,-6.082467,,,-1.867,0.08,-0.08,0,1,0.358,0.067,-0.067,0,1,2459245.46,0.003539,-0.003539,0,1,6.5946181,0.0000418,-0.0000418,0,1,2.884,0.72,-0.72,0,1,9920,27.0567,-27.0567,0,1,22.1605,2.2008,-2.2008,0,1,277.451,,,,,1137,,,,,12.8742,0.009,-0.009,0,1,1259.59,86.49,-86.49,0,1,6345,125.1,-125.1,0,1,3.89,0.11,-0.11,0,1,2.12,0.18,-0.18,0,1,2022/1/6 22:34,2024/8/22 10:08
4572,4987.01,4987,293607057,293607057,1,CP,10h14m40.72s,153.669669,,,-15d38m34.21s,-15.642837,,,-5.608,0.096,-0.096,0,1,7.078,0.087,-0.087,0,1,2459274.885,0.000749,-0.000749,0,1,4.2889696,0.0000067,-0.0000067,0,1,2.517,0.433,-0.433,0,1,5850,8.8415,-8.8415,0,1,20.7112,1.29581,-1.29581,0,1,646.761,,,,,1404,,,,,10.6311,0.008,-0.008,0,1,589.423,16.164,-16.164,0,1,6736.9,107.5,-107.5,0,1,3.76,0.09,-0.09,0,1,2.61,0.12,-0.12,0,1,2022/1/6 22:37,2024/8/22 10:08
4573,4988.01,4988,445392860,445392860,1,PC,07h29m50.45s,112.460205,,,-51d59m26.75s,-51.990765,,,5.705,0.076,-0.076,0,1,1.527,0.066,-0.066,0,1,2459990.471,0.001962,-0.001962,0,1,2.3696548,0.0001259,-0.0001259,0,1,1.8925768,0.1261359,-0.1261359,0,1,46129.4276,2757.6318,-2757.6318,0,1,21.171114,25.987839,-25.987839,0,1,119.5549647,,,,,843.3573872,,,,,14.881,0.008,-0.008,0,1,446.614,7.3195,-7.3195,0,1,3986,157,-157,0,1,4.57,0.01,-0.01,0,1,0.697237,0.0222884,-0.0222884,0,1,2022/1/6 22:37,2024/9/6 10:08
4574,4989.01,4989,303385111,303385111,1,PC,17h07m11.97s,256.799859,,,-64d32m49.4s,-64.547055,,,-6.471,0.022,-0.022,0,1,-13.275,0.029,-0.029,0,1,2459382.69,0.003311,-0.003311,0,1,3.429078,0.0008786,-0.0008786,0,1,1.795,0.275,-0.275,0,1,13770,34.214,-34.214,0,1,21.1656,,,0,1,185.229,,,,,1027,,,,,13.0413,0.006,-0.006,0,1,936.608,22.144,-22.144,0,1,5654,122,-122,0,1,3.91,,,0,1,1.85,,,0,1,2022/1/6 22:41,2024/8/22 10:08
4575,499.01,499,123702439,123702439,1,APC,07h42m33.29s,115.638695,,,-43d33m12.58s,-43.553495,,,-25.701,0.046,-0.046,0,1,80.905,0.054,-0.054,0,1,2459993.465,0.00432,-0.00432,0,1,8.5334865,0.0000227,-0.0000227,0,1,2.369,0.654,-0.654,0,1,1756,142.825,-142.825,0,1,4.14687,0.268207,-0.268207,0,1,130.53,,,,,941,,,,,10.1374,0.006,-0.006,0,1,158.659,0.7455,-0.7455,0,1,5997,192,-192,0,1,4.45722,0.328186,-0.328186,0,1,0.97,0.04,-0.04,0,1,2019/3/8 14:44,2024/9/9 12:03
4576,4990.01,4990,295312916,295312916,1,PC,18h03m06.58s,270.777435,,,-68d08m47s,-68.14639,,,-0.057,0.022,-0.022,0,1,-38.951,0.028,-0.028,0,1,2459383.064,0.002533,-0.002533,0,1,5.6386197,0.0000268,-0.0000268,0,1,2.621,0.293,-0.293,0,1,5940,7.26654,-7.26654,0,1,13.3798,0.88807,-0.88807,0,1,120.336,,,,,922,,,,,12.9123,0.006,-0.006,0,1,697.681,9.8965,-9.8965,0,1,5373,129.5,-129.5,0,1,4.02,0.08,-0.08,0,1,1.56,0.09,-0.09,0,1,2022/1/6 22:41,2024/8/22 10:08
4577,4991.01,4991,247180220,247180220,1,PC,16h54m48.07s,253.700297,,,-45d22m02.66s,-45.367406,,,10.653,0.089,-0.089,0,1,-3.027,0.071,-0.071,0,1,2459385.804,0.003545,-0.003545,0,1,0.7702101,0.0002013,-0.0002013,0,1,0.857,0.261,-0.261,0,1,29130,522.304,-522.304,0,1,13.5452,1.77753,-1.77753,0,1,120.256,,,,,922,,,,,14.6594,0.007,-0.007,0,1,343.755,7.594,-7.594,0,1,3601,157,-157,0,1,4.58,0.01,-0.01,0,1,0.68,0.02,-0.02,0,1,2022/1/6 22:41,2024/8/22 10:08
4578,4992.01,4992,362111691,362111691,1,PC,16h19m25.16s,244.854853,,,-66d40m13.07s,-66.670298,,,-5.638,0.018,-0.018,0,1,-9.879,0.025,-0.025,0,1,2459381.726,0.001808,-0.001808,0,1,4.8807474,0.0000199,-0.0000199,0,1,3.148,0.234,-0.234,0,1,11440,8.82437,-8.82437,0,1,18.7724,,,0,1,424.843,,,,,1264,,,,,13.1812,0.006,-0.006,0,1,1150.11,24.245,-24.245,0,1,6356,122,-122,0,1,4.08,,,0,1,1.7,,,0,1,2022/1/6 22:41,2024/8/22 10:08
4579,4993.01,4993,360221713,360221713,1,PC,17h29m15.42s,262.31426,,,-59d06m27.6s,-59.107667,,,1.808,0.028,-0.028,0,1,2.214,0.03,-0.03,0,1,2459384.512,0.005214,-0.005214,0,1,3.1062522,0.0000376,-0.0000376,0,1,4.824,0.576,-0.576,0,1,3680,6.94051,-6.94051,0,1,12.6882,0.966342,-0.966342,0,1,1415.95,,,,,1708,,,,,12.782,0.006,-0.006,0,1,888.672,17.817,-17.817,0,1,5369,127.2,-127.2,0,1,3.75,0.08,-0.08,0,1,2.13,0.12,-0.12,0,1,2022/1/6 22:41,2024/8/22 10:08
4580,4994.01,4994,277128619,277128619,1,PC,18h52m31.81s,283.132534,,,-78d26m03.95s,-78.43443,,,1.03,0.032,-0.032,0,1,9.964,0.043,-0.043,0,1,2459363.698,0.00171,-0.00171,0,1,21.4921464,0.0000849,-0.0000849,0,1,4.199,0.211,-0.211,0,1,5960,2.11749,-2.11749,0,1,9.09747,0.512649,-0.512649,0,1,22.7774,,,,,608,,,,,11.9545,0.006,-0.006,0,1,329.304,2.4985,-2.4985,0,1,5520,127.1,-127.1,0,1,4.34,0.08,-0.08,0,1,1.11,0.06,-0.06,0,1,2022/1/6 22:41,2024/8/22 10:08
4581,4995.01,4995,294295243,294295243,1,PC,17h40m56.63s,265.23597,,,-69d26m36.52s,-69.443478,,,1.57,0.031,-0.031,0,1,-14.675,0.035,-0.035,0,1,2459371.589,0.005369,-0.005369,0,1,8.7802662,0.000085,-0.000085,0,1,2.45,0.495,-0.495,0,1,2140,6.4161,-6.4161,0,1,8.87975,0.666371,-0.666371,0,1,87.107,,,,,851,,,,,11.8014,0.006,-0.006,0,1,639.661,9.3675,-9.3675,0,1,6124,130.6,-130.6,0,1,3.95,0.08,-0.08,0,1,1.88,0.09,-0.09,0,1,2022/1/6 22:41,2024/8/22 10:08
4582,4996.01,4996,384709136,384709136,1,PC,17h10m27.12s,257.612996,,,-81d42m29.84s,-81.70829,,,1.884,0.027,-0.027,0,1,1.124,0.028,-0.028,0,1,2459387.912,0.002732,-0.002732,0,1,4.8131406,0.0000243,-0.0000243,0,1,4.932,0.283,-0.283,0,1,5030,2.35346,-2.35346,0,1,15.2753,0.792837,-0.792837,0,1,1074.75,,,,,1595,,,,,12.7523,0.006,-0.006,0,1,1058.39,16.97,-16.97,0,1,6287,126.9,-126.9,0,1,3.88,0.09,-0.09,0,1,2.1,0.1,-0.1,0,1,2022/1/6 22:41,2024/8/22 10:08
4583,4997.01,4997,340624586,340624586,1,PC,15h52m57.96s,238.241484,,,-63d51m38.13s,-63.860593,,,,,,,,,,,,,2459381.134,0.006136,-0.006136,0,1,13.3178839,0.0001588,-0.0001588,0,1,4.344,1.078,-1.078,0,1,3920,11.9104,-11.9104,0,1,,,,0,1,261.545,,,,,1120,,,,,11.1281,0.006,-0.006,0,1,,,,0,1,7295.5,117.2,-117.2,0,1,,,,0,1,,,,0,1,2022/1/6 22:41,2024/8/22 10:08
4584,4998.01,4998,76228620,76228620.01,1,PC,17h56m59.33s,269.247209,,,-55d47m16.59s,-55.787941,,,-7.307,0.07,-0.07,0,1,-12.645,0.074,-0.074,0,1,2459378.907,0.001704,-0.001704,0,1,9.7800223,0.0000331,-0.0000331,0,1,4.245,0.376,-0.376,0,1,4340,2.64462,-2.64462,0,1,9.06075,0.48984,-0.48984,0,1,187.783,,,,,1031,,,,,11.2723,0.006,-0.006,0,1,352.331,4.53,-4.53,0,1,6113,130.3,-130.3,0,1,4.25,0.08,-0.08,0,1,1.33,0.06,-0.06,0,1,2022/1/6 22:41,2024/8/22 10:08
4585,4999.01,4999,33227166,33227166.01,1,PC,17h46m30.94s,266.628908,,,-43d22m28.18s,-43.374494,,,-14.791,0.072,-0.072,0,1,-20.373,0.06,-0.06,0,1,2459377.222,0.005302,-0.005302,0,1,5.5846356,0.0036282,-0.0036282,0,1,5.066,0.511,-0.511,0,1,2220,3.42511,-3.42511,0,1,9.33343,0.619178,-0.619178,0,1,624.784,,,,,1392,,,,,10.8235,0.006,-0.006,0,1,368.89,5.7405,-5.7405,0,1,5698,127.6,-127.6,0,1,3.84,0.08,-0.08,0,1,1.99,0.1,-0.1,0,1,2022/1/6 22:41,2024/8/22 10:08
4586,500.01,500,134200185,134200185,1,CP,07h06m14.18s,106.559098,,,-47d35m16.14s,-47.587816,,,135.798,0.04,-0.04,0,1,-146.251,0.037,-0.037,0,1,2458468.391,0.000571,-0.000571,0,1,0.5481573,0.0000089,-0.0000089,0,1,0.9424668,0.1871087,-0.1871087,0,1,226.8573536,17.501747,-17.501747,0,1,1.3591774,0.3923843,-0.3923843,0,1,1463.115587,,,,,1577.391183,,,,,9.4022,0.006,-0.006,0,1,47.3924,0.0473,-0.0473,0,1,4590,176,-176,0,1,4.50961,0.324858,-0.324858,0,1,0.751825,0.0631583,-0.0631583,0,1,2019/3/8 14:44,2024/2/14 10:08
4587,5000.01,5000,179230828,179230828,1,PC,10h34m24s,158.600019,,,-23d44m02.62s,-23.73406,,,0.288,2.166,-2.166,0,1,-11.5,2.166,-2.166,0,1,2459302.141,0.001308,-0.001308,0,1,5.5422295,0.0000137,-0.0000137,0,1,2.556,0.295,-0.295,0,1,14910,269.844,-269.844,0,1,14.7328,,,0,1,271.918,,,,,,,,,,12.6702,0.006,-0.006,0,1,470.92,,,0,1,5483,,,0,1,,,,0,1,1.02,,,0,1,2022/1/6 22:44,2024/8/22 10:08
4588,5000.02,5000,179230828,179230828,2,PC,10h34m24s,158.600019,,,-23d44m02.62s,-23.73406,,,0.288,2.166,-2.166,0,1,-11.5,2.166,-2.166,0,1,2459285.96,0.001901,-0.001901,0,1,15.3392841,0.0000722,-0.0000722,0,1,2.933,0.549,-0.549,0,1,12910,24.7989,-24.7989,0,1,11.7705,,,0,1,26.88,,,,,,,,,,12.6702,0.006,-0.006,0,1,470.92,,,0,1,5483,,,0,1,,,,0,1,1.02,,,0,1,2022/1/6 22:44,2024/8/22 10:08
4589,5001.01,5001,95709395,95709395.01,1,PC,16h13m36.86s,243.403564,,,-33d29m47.39s,-33.496496,,,-1.582,0.109,-0.109,0,1,-2.587,0.058,-0.058,0,1,2459379.729,0.002115,-0.002115,0,1,5.069043,0.0000219,-0.0000219,0,1,4.185,0.321,-0.321,0,1,8170,4.45559,-4.45559,0,1,13.2155,0.802792,-0.802792,0,1,939.466,,,,,1542,,,,,12.1641,0.007,-0.007,0,1,632.346,22.88,-22.88,0,1,6763,135.7,-135.7,0,1,4.24,0.1,-0.1,0,1,1.51,0.08,-0.08,0,1,2022/1/6 22:49,2024/8/22 10:08
4590,5002.01,5002,418471116,418471116,1,PC,13h41m11.65s,205.298543,,,-78d52m57.75s,-78.882708,,,-10.403,0.031,-0.031,0,1,-6.479,0.031,-0.031,0,1,2459383.949,0.001569,-0.001569,0,1,3.7318818,0.0000126,-0.0000126,0,1,3.231,0.176,-0.176,0,1,10850,3.84999,-3.84999,0,1,13.3208,,,0,1,653.055,,,,,1408,,,,,13.4479,0.006,-0.006,0,1,847.863,16.452,-16.452,0,1,6129,122,-122,0,1,4.32,,,0,1,1.23,,,0,1,2022/1/6 22:49,2024/8/22 10:08
4591,5003.01,5003,301900477,301900477,1,PC,17h18m47.84s,259.699318,,,-66d20m54.18s,-66.348384,,,1.176,0.037,-0.037,0,1,-14.967,0.042,-0.042,0,1,2459388.446,0.000907,-0.000907,0,1,4.4540914,0.0000103,-0.0000103,0,1,1.16,0.197,-0.197,0,1,9790,23.5434,-23.5434,0,1,12.2601,0.844672,-0.844672,0,1,70.3253,,,,,806,,,,,11.8406,0.006,-0.006,0,1,404.148,5.5625,-5.5625,0,1,6188,133.8,-133.8,0,1,4.41,0.08,-0.08,0,1,1.13,0.05,-0.05,0,1,2022/1/6 22:49,2024/8/22 10:08
4592,5004.01,5004,384386062,384386062,1,PC,16h37m27.93s,249.366356,,,-80d58m31.02s,-80.975283,,,-21.803,0.028,-0.028,0,1,-25.371,0.032,-0.032,0,1,2459380.934,0.003514,-0.003514,0,1,5.7626113,0.0000361,-0.0000361,0,1,4.004,0.799,-0.799,0,1,8710,158.524,-158.524,0,1,10.0697,,,0,1,692.871,,,,,1429,,,,,13.0071,0.006,-0.006,0,1,446.494,3.801,-3.801,0,1,5470,122,-122,0,1,4.45,,,0,1,0.97,,,0,1,2022/1/6 22:49,2024/8/22 10:08
4593,5005.01,5005,282485660,282485660,1,CP,15h52m25.97s,238.108194,,,-48d08m42.36s,-48.1451,,,-7.626,0.091,-0.091,0,1,-24.688,0.062,-0.062,0,1,2459377.176,0.002391,-0.002391,0,1,6.3084728,0.0000353,-0.0000353,0,1,2.871,0.344,-0.344,0,1,3690,4.3484,-4.3484,0,1,6.00429,0.358546,-0.358546,0,1,174.188,,,,,1012,,,,,11.13,0.006,-0.006,0,1,207.891,1.978,-1.978,0,1,5840,125,-125,0,1,4.48,0.08,-0.08,0,1,0.97,0.05,-0.05,0,1,2022/1/6 22:49,2024/9/27 12:02
4594,5006.01,5006,449107129,449107129,1,PC,14h25m53.09s,216.471203,,,-69d50m09.06s,-69.83585,,,-8.182,0.046,-0.046,0,1,-4.801,0.05,-0.05,0,1,2459386.203,0.003253,-0.003253,0,1,4.254955,0.0000275,-0.0000275,0,1,4.228,0.913,-0.913,0,1,2370,3.09684,-3.09684,0,1,14.4712,0.925754,-0.925754,0,1,5255.5,,,,,2372,,,,,11.9055,0.007,-0.007,0,1,1340.01,54.355,-54.355,0,1,8653,170.6,-170.6,0,1,3.85,0.08,-0.08,0,1,2.88,0.15,-0.15,0,1,2022/1/6 22:49,2024/8/22 10:08
4595,5007.01,5007,424196109,424196109,1,PC,15h44m15.33s,236.06387,,,-61d02m28.91s,-61.041365,,,-13.454,0.043,-0.043,0,1,-29.894,0.048,-0.048,0,1,2459384.644,0.003449,-0.003449,0,1,2.5432595,0.0006815,-0.0006815,0,1,1.12,0.237,-0.237,0,1,21300,157.543,-157.543,0,1,10.6224,0.958412,-0.958412,0,1,23.828,,,,,615,,,,,13.6366,0.007,-0.007,0,1,203.352,1.235,-1.235,0,1,3757,157,-157,0,1,4.61,0.01,-0.01,0,1,0.66,0.02,-0.02,0,1,2022/1/6 22:49,2024/8/22 10:08
4596,5008.01,5008,150531994,150531994,1,PC,17h44m31.06s,266.129426,,,-39d59m36.59s,-39.993496,,,2.532,0.053,-0.053,0,1,-4.484,0.043,-0.043,0,1,2459386.624,0.00776,-0.00776,0,1,2.7702532,0.0015413,-0.0015413,0,1,3.748,0.387,-0.387,0,1,10790,21.4117,-21.4117,0,1,10.2658,0.781612,-0.781612,0,1,840.782,,,,,1500,,,,,12.9499,0.006,-0.006,0,1,379.594,5.9475,-5.9475,0,1,5183,128.5,-128.5,0,1,4.43,0.09,-0.09,0,1,0.94,0.06,-0.06,0,1,2022/1/6 22:49,2024/8/22 10:08
