,rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,hour_angle_at_19,hour_angle_at_22,alt_at_19,alt_at_22,az_at_19,az_at_22
3535,3536,4074.01,4074,628103717,628103717.0,1,PC,01h57m41.61s,29.423373,,,+63d54m16.52s,63.90459,,,-0.196,0.024,-0.024,0.0,1.0,-0.939,0.028,-0.028,0.0,1.0,2459906.212,0.001363,-0.001363,0,1,3.2175013,6.7e-06,-6.7e-06,0,1,3.2,0.235,-0.235,0,1,11871.0,453.272,-453.272,0,1,16.011,2.13317,-2.13317,0,1,1034.94,,,,,1580.0,,,,,12.6844,0.015,-0.015,0,1,885.18,14.837,-14.837,0,1,7932.0,169.3,-169.3,0,1,4.32,0.08,-0.08,0,1,1.56,0.2,-0.2,0,1,2021/6/23 15:26,2024/8/22 10:08,255.576627,300.576627,25.173315081871426,44.29861559081781,23.606522974408033,27.058129514421363
3540,3541,4079.01,4079,444558604,444558604.0,1,PC,01h19m55.4s,19.980843,,,+64d32m16.99s,64.538054,,,18.093,0.038,-0.038,0.0,1.0,0.909,0.041,-0.041,0.0,1.0,2459882.628,0.000561,-0.000561,0,1,1.9872259,7.3e-06,-7.3e-06,0,1,2.486,0.071,-0.071,0,1,19450.0,2.51995,-2.51995,0,1,15.6112,0.765135,-0.765135,0,1,1292.25,,,,,1670.0,,,,,12.1484,0.03,-0.03,0,1,360.76,3.578,-3.578,0,1,6178.0,242.9,-242.9,0,1,4.44,0.09,-0.09,0,1,1.08,0.05,-0.05,0,1,2021/6/23 15:26,2024/8/22 10:08,265.019157,310.019157,29.16260444802367,48.10086969213087,24.750508569525966,24.899606475027674
3542,3543,4080.01,4080,428892437,428892437.0,1,PC,05h39m27.65s,84.865203,,,+81d32m36.42s,81.54345,,,3.818,0.029,-0.029,0.0,1.0,-14.204,0.033,-0.033,0.0,1.0,2459764.983,0.001221,-0.001221,0,1,3.7519831,6.2e-06,-6.2e-06,0,1,2.891,0.168,-0.168,0,1,17240.0,6.56554,-6.56554,0,1,12.9516,,,0,1,297.501,,,,,1157.0,,,,,13.3593,0.007,-0.007,0,1,543.607,5.462,-5.462,0,1,5389.0,122.0,-122.0,0,1,4.43,,,0,1,0.97,,,0,1,2021/6/23 15:26,2024/8/22 10:08,200.134797,245.134797,27.01594646322016,31.110286399983938,2.669298234013059,7.36387758481943
3549,3550,4087.01,4087,310002617,310002617.0,1,CP,14h31m42.19s,217.925779,,,+83d22m21.74s,83.372706,,,-16.728,0.038,-0.038,0.0,1.0,10.376,0.039,-0.039,0.0,1.0,2459765.674,0.000194,-0.000194,0,1,3.1774814,9e-07,-9e-07,0,1,2.824,0.037,-0.037,0,1,14190.0,0.18035,-0.18035,0,1,13.9016,0.65223,-0.65223,0,1,625.157,,,,,1393.0,,,,,11.2961,0.027,-0.027,0,1,301.676,2.209,-2.209,0,1,6071.0,205.3,-205.3,0,1,4.39,0.09,-0.09,0,1,1.12,0.05,-0.05,0,1,2021/6/23 15:28,2024/8/22 10:08,67.074221,112.074221,37.34191452723429,32.290719514796876,353.69375486312157,354.0356175209423
3550,3551,4088.01,4088,302381397,302381397.0,1,PC,06h40m19.45s,100.081046,,,+76d33m11.05s,76.553069,,,-11.629,0.037,-0.037,0.0,1.0,-14.986,0.045,-0.045,0.0,1.0,2459912.554,0.000983,-0.000983,0,1,2.7284428,3.6e-06,-3.6e-06,0,1,2.201,0.139,-0.139,0,1,10460.0,3.18854,-3.18854,0,1,12.71,0.677451,-0.677451,0,1,427.584,,,,,1266.0,,,,,12.2523,0.009,-0.009,0,1,439.803,5.3535,-5.3535,0,1,5686.0,130.8,-130.8,0,1,4.28,0.08,-0.08,0,1,1.21,0.06,-0.06,0,1,2021/6/23 15:28,2024/8/22 10:08,184.91895399999999,229.91895399999999,21.596294743914946,25.798131363230336,1.0066430127993387,9.37727829978301
3568,3569,4103.01,4103,235902467,235902467.0,1,PC,19h19m00.29s,289.751203,,,+82d52m32.1s,82.875584,,,14.219,0.044,-0.044,0.0,1.0,74.947,0.054,-0.054,0.0,1.0,2459754.904,0.000379,-0.000379,0,1,12.2740928,6.6e-06,-6.6e-06,0,1,3.532,0.04,-0.04,0,1,14450.0,0.40822,-0.40822,0,1,12.7514,0.642275,-0.642275,0,1,50.0141,,,,,740.0,,,,,11.2056,0.006,-0.006,0,1,243.002,1.43,-1.43,0,1,5674.0,129.2,-129.2,0,1,4.4,0.08,-0.08,0,1,1.05,0.05,-0.05,0,1,2021/6/23 15:28,2024/8/22 10:08,-4.751202999999975,40.248797000000025,42.09745337046029,40.29248747606274,0.6498198514426228,355.0541086898727
3593,3594,4125.01,4125,147761049,147761049.0,1,PC,07h17m13.29s,109.305384,,,+70d46m48.68s,70.780189,,,-7.673,0.023,-0.023,0.0,1.0,-3.163,0.031,-0.031,0.0,1.0,2460316.849,0.00355,-0.00355,0,1,4.7155974,2.38e-05,-2.38e-05,0,1,3.4748078,0.0842425,-0.0842425,0,1,11242.43397,286.49048,-286.49048,0,1,18.3601489,0.9564092,-0.9564092,0,1,821.3764221,,,,,1365.385567,,,,,12.72,0.008,-0.008,0,1,766.601,12.394,-12.394,0,1,5873.0,124.0,-124.0,0,1,4.08,0.08,-0.08,0,1,1.5585099,0.0763267,-0.0763267,0,1,2021/6/23 15:28,2024/9/10 10:08,175.694616,220.694616,15.825501159303935,19.703472568348133,358.7941899366666,10.858117612689385
3610,3611,4140.01,4140,400103802,400103802.0,1,PC,06h27m54.69s,96.977875,,,+74d00m29.27s,74.00813,,,6.91,0.04,-0.04,0.0,1.0,-2.301,0.039,-0.039,0.0,1.0,2459910.467,0.000941,-0.000941,0,1,4.2511214,5.7e-06,-5.7e-06,0,1,2.823,0.1,-0.1,0,1,13830.0,2.00381,-2.00381,0,1,11.2617,0.607523,-0.607523,0,1,240.568,,,,,1097.0,,,,,12.1311,0.006,-0.006,0,1,311.002,2.5875,-2.5875,0,1,5501.0,128.5,-128.5,0,1,4.48,0.08,-0.08,0,1,0.94,0.05,-0.05,0,1,2021/6/23 15:28,2024/9/1 12:02,188.02212500000002,233.02212500000002,19.142014605992987,24.55919734223453,1.9109887778299735,11.54607396105437
3614,3615,4144.01,4144,313194972,313194972.0,1,PC,05h46m28.27s,86.617798,,,+75d02m43.94s,75.045539,,,-1.746,0.034,-0.034,0.0,1.0,-14.478,0.042,-0.042,0.0,1.0,2459744.991,0.000946,-0.000946,0,1,16.9020565,2.31e-05,-2.31e-05,0,1,5.729,0.229,-0.229,0,1,14890.0,1.99691,-1.99691,0,1,11.3763,0.641715,-0.641715,0,1,62.5724,,,,,783.0,,,,,11.9039,0.006,-0.006,0,1,260.002,1.603,-1.603,0,1,5442.0,129.4,-129.4,0,1,4.49,0.08,-0.08,0,1,0.91,0.05,-0.05,0,1,2021/6/23 15:28,2024/8/22 10:08,198.382202,243.382202,20.70478367988371,27.35114868586465,4.0916479586439864,12.425299811886713
3615,3616,4145.01,4145,279947414,279947414.0,1,CP,02h37m43.14s,39.429743,,,+80d16m02.58s,80.267384,,,11.766,0.04,-0.04,0.0,1.0,-13.413,0.044,-0.044,0.0,1.0,2459767.637,0.000225,-0.000225,0,1,4.0664446,1.3e-06,-1.3e-06,0,1,1.712,0.075,-0.075,0,1,19740.0,3.7531,-3.7531,0,1,12.1827,0.685761,-0.685761,0,1,89.3911,,,,,856.0,,,,,11.5241,0.006,-0.006,0,1,205.387,1.1905,-1.1905,0,1,5421.0,155.1,-155.1,0,1,4.54,0.08,-0.08,0,1,0.86,0.05,-0.05,0,1,2021/6/23 15:28,2024/8/22 10:08,245.570257,290.57025699999997,30.5340169256038,37.87756844284499,8.462010943337289,9.517583963532063
3617,3618,4147.01,4147,138329479,138329479.0,1,PC,05h32m21.16s,83.088172,,,+79d48m32.88s,79.809132,,,8.892,0.019,-0.019,0.0,1.0,1.009,0.022,-0.022,0.0,1.0,2459767.712,0.000859,-0.000859,0,1,2.3745416,3.2e-06,-3.2e-06,0,1,3.17,0.13,-0.13,0,1,10590.0,2.39068,-2.39068,0,1,13.6144,0.703471,-0.703471,0,1,1303.71,,,,,1674.0,,,,,12.7833,0.009,-0.009,0,1,631.739,5.0715,-5.0715,0,1,5865.0,129.4,-129.4,0,1,4.23,0.08,-0.08,0,1,1.3,0.06,-0.06,0,1,2021/6/23 15:28,2024/8/22 10:08,201.911828,246.911828,25.471791627237895,30.51030798604208,3.437588048177458,8.955405009061725
3619,3620,4149.01,4149,103096524,103096524.0,1,PC,04h04m13.22s,61.055097,,,+75d29m47.96s,75.496655,,,3.733,0.056,-0.056,0.0,1.0,-4.069,0.06,-0.06,0.0,1.0,2459768.676,0.000801,-0.000801,0,1,3.2928068,5.4e-06,-5.4e-06,0,1,2.107,0.154,-0.154,0,1,16460.0,7.13136,-7.13136,0,1,11.9432,0.803304,-0.803304,0,1,159.842,,,,,990.0,,,,,12.8508,0.014,-0.014,0,1,331.43,3.9135,-3.9135,0,1,5037.0,143.4,-143.4,0,1,4.44,0.09,-0.09,0,1,0.91,0.06,-0.06,0,1,2021/6/23 15:28,2024/8/22 10:08,223.944903,268.944903,24.053653125424194,33.47140632830766,9.023486136099741,14.454807942261306
3633,3634,4160.01,4160,441580526,441580526.0,1,PC,07h26m57.87s,111.741144,,,+72d13m45.62s,72.229339,,,3.754,0.033,-0.033,0.0,1.0,-9.493,0.039,-0.039,0.0,1.0,2459598.997,0.00059,-0.00059,0,1,4.4427146,1.08e-05,-1.08e-05,0,1,3.2966866,0.0499613,-0.0499613,0,1,12220.15257,139.8514,-139.8514,0,1,11.7585481,0.6272951,-0.6272951,0,1,375.1250027,,,,,1122.441596,,,,,12.2319,0.006,-0.006,0,1,399.676,3.983,-3.983,0,1,5754.0,132.4,-132.4,0,1,4.41,0.08,-0.08,0,1,1.04413,0.053706,-0.053706,0,1,2021/6/23 15:28,2024/9/6 10:08,173.25885599999998,218.25885599999998,17.33305235325311,20.480852656180218,358.23784604677496,9.577097803313839
3647,3648,4173.01,4173,358613376,358613376.0,1,PC,11h40m47.63s,175.198472,,,+79d36m45.21s,79.612558,,,1.809,0.034,-0.034,0.0,1.0,2.398,0.032,-0.032,0.0,1.0,2459942.653,0.001075,-0.001075,0,1,8.2713274,1.15e-05,-1.15e-05,0,1,3.809,0.07,-0.07,0,1,20740.0,1.70296,-1.70296,0,1,14.0507,0.684684,-0.684684,0,1,146.225,,,,,968.0,,,,,12.6361,0.007,-0.007,0,1,462.904,3.392,-3.392,0,1,5921.0,128.9,-128.9,0,1,4.5,0.08,-0.08,0,1,0.97,0.05,-0.05,0,1,2021/6/23 15:28,2024/8/22 10:08,109.80152799999999,154.801528,30.940132109244093,25.501520989293184,350.61486372516697,356.0001949154909
3937,3938,4427.01,4427,207339000,207339000.0,1,PC,09h00m11.82s,135.049261,,,+72d08m51.89s,72.147747,,,37.526,0.032,-0.032,0.0,1.0,-19.985,0.035,-0.035,0.0,1.0,2459940.464,0.000368,-0.000368,0,1,4.6182631,3e-06,-3e-06,0,1,2.7008637,0.0171355,-0.0171355,0,1,20287.61827,99.38516,-99.38516,0,1,13.3976162,0.777453,-0.777453,0,1,204.8121523,,,,,964.8475089,,,,,11.3427,0.006,-0.006,0,1,198.251,0.9255,-0.9255,0,1,5328.0,136.083,-136.083,0,1,4.50337,0.0818582,-0.0818582,0,1,0.889218,0.0514397,-0.0514397,0,1,2021/9/9 19:53,2023/5/25 16:02,149.950739,194.950739,19.18314040047624,17.65818469834936,352.3152008075028,3.9029854160661097
3939,3940,4429.01,4429,233188747,233188747.0,1,PC,15h02m21.51s,225.589638,,,+70d56m58.54s,70.949594,,,4.614,0.035,-0.035,0.0,1.0,-16.482,0.028,-0.028,0.0,1.0,2459939.614,0.001166,-0.001166,0,1,3.4505658,5e-06,-5e-06,0,1,3.0397698,0.035426,-0.035426,0,1,15044.64532,117.87247,-117.87247,0,1,12.8140087,0.7017672,-0.7017672,0,1,432.6350726,,,,,1163.188716,,,,,12.7714,0.006,-0.006,0,1,461.898,3.5425,-3.5425,0,1,5402.0,121.807,-121.807,0,1,4.37462,0.082245,-0.082245,0,1,1.04301,0.0557789,-0.0557789,0,1,2021/9/9 19:53,2024/5/3 12:03,59.41036199999999,104.41036199999999,42.70501744358778,28.39994459807693,341.27521312372187,342.4913228079936
3947,3948,4436.01,4436,420268415,420268415.0,1,PC,20h33m42.38s,308.426581,,,+87d00m33.58s,87.009328,,,1.679,0.033,-0.033,0.0,1.0,6.066,0.038,-0.038,0.0,1.0,2459767.611,0.000252,-0.000252,0,1,1.7590566,1e-06,-1e-06,0,1,3.5349264,0.0186995,-0.0186995,0,1,10499.97572,53.89361,-53.89361,0,1,20.9577864,0.9638307,-0.9638307,0,1,5910.485502,,,,,2236.276699,,,,,11.8931,0.011,-0.011,0,1,621.061,7.1225,-7.1225,0,1,6250.0,136.01,-136.01,0,1,3.91912,0.082032,-0.082032,0,1,1.9992501,0.0914069,-0.0914069,0,1,2021/9/9 19:53,2023/5/19 16:02,-23.426581,21.573419,37.73500313704246,37.77333553862983,1.231238559110107,358.860738718857
3960,3961,4447.01,4447,153937417,153937417.0,1,PC,11h31m29.35s,172.872285,,,+71d04m53.35s,71.081486,,,-57.1,0.032,-0.032,0.0,1.0,-26.226,0.029,-0.029,0.0,1.0,2459608.484,0.001835,-0.001835,0,1,4.1596837,0.0001702,-0.0001702,0,1,2.5973202,0.0932082,-0.0932082,0,1,17900.47565,473.3737,-473.3737,0,1,10.0262443,0.3072596,-0.3072596,0,1,74.58191,,,,,749.5111965,,,,,13.5868,0.006,-0.006,0,1,268.37,1.286,-1.286,0,1,4230.0,122.0,-122.0,0,1,4.55383,,,0,1,0.711036,,,0,1,2021/9/9 19:53,2024/3/24 12:03,112.127715,157.127715,26.266856215817395,17.330701488377176,343.76588061139734,353.7740883437127
4812,4813,5199.01,5199,298049015,298049015.0,1,FP,12h21m20.7s,185.336268,,,+81d38m51.66s,81.647682,,,-3.769,0.098,-0.098,0.0,1.0,3.148,0.076,-0.076,0.0,1.0,2459438.721,0.004774,-0.004774,0,1,3.9131371,0.0006544,-0.0006544,0,1,1.846,0.355,-0.355,0,1,37860.0,236.567,-236.567,0,1,12.4444,1.12235,-1.12235,0,1,25.4932,,,,,625.0,,,,,14.9652,0.008,-0.008,0,1,372.355,6.7285,-6.7285,0,1,3773.0,157.0,-157.0,0,1,4.64,0.01,-0.01,0,1,0.62,0.02,-0.02,0,1,2022/2/28 23:23,2024/8/22 10:08,99.66373200000001,144.663732,33.19694226464676,28.06184527947983,351.9024038860208,355.52032126802897
4821,4822,5207.01,5207,147892178,147892178.0,1,PC,09h30m55.02s,142.729233,,,+71d44m24.93s,71.740257,,,-15.026,0.024,-0.024,0.0,1.0,-27.223,0.028,-0.028,0.0,1.0,2459585.839,0.003842,-0.003842,0,1,24.6951647,0.0001775,-0.0001775,0,1,3.696,0.411,-0.411,0,1,13290.0,13.8769,-13.8769,0,1,6.41046,0.298545,-0.298545,0,1,3.18912,,,,,372.0,,,,,13.2754,0.007,-0.007,0,1,156.815,0.4225,-0.4225,0,1,3850.0,157.0,-157.0,0,1,4.68,0.01,-0.01,0,1,0.56,0.02,-0.02,0,1,2022/2/28 23:23,2024/8/22 10:08,142.270767,187.270767,19.980379143590632,16.863775702988512,350.3125373807199,1.945671357568297
4847,4848,5230.01,5230,55778666,55778666.01,1,PC,12h09m20.12s,182.33384,,,+57d30m12.96s,57.503601,,,7.924,0.027,-0.027,0.0,1.0,-5.105,0.026,-0.026,0.0,1.0,2459630.987,0.001304,-0.001304,0,1,7.1452343,1.71e-05,-1.71e-05,0,1,3.169,0.13,-0.13,0,1,14520.0,5.46937,-5.46937,0,1,12.0822,,,0,1,120.883,,,,,923.0,,,,,13.1924,0.007,-0.007,0,1,576.539,5.9405,-5.9405,0,1,5685.0,122.0,-122.0,0,1,4.46,,,0,1,0.98,,,0,1,2022/2/28 23:23,2024/8/22 10:08,102.66615999999999,147.66616,22.78480111209965,6.425968624839909,330.4851431865711,346.10189363124977
5006,5007,5375.01,5375,71268730,71268730.01,1,PC,07h35m08.37s,113.784894,,,+71d24m02.42s,71.400673,,,48.468,0.019,-0.019,0.0,1.0,19.008,0.028,-0.028,0.0,1.0,2459580.736,0.000325,-0.000325,0,1,1.7215575,1.4e-06,-1.4e-06,0,1,1.7411525,0.0162037,-0.0162037,0,1,31815.40601,316.04227,-316.04227,0,1,11.4801145,0.3511035,-0.3511035,0,1,140.2785768,,,,,877.7434298,,,,,12.456,0.009,-0.009,0,1,121.333,0.221,-0.221,0,1,3865.0,157.0,-157.0,0,1,4.62323,0.0113623,-0.0113623,0,1,0.633426,0.0187028,-0.0187028,0,1,2022/3/1 0:00,2023/4/5 12:02,171.215106,216.215106,16.583820042251954,19.44053349494372,357.61284710508465,9.484453809886825
5233,5234,5570.01,5570,302381442,302381442.0,1,PC,06h40m41.45s,100.172692,,,+76d43m56.08s,76.732244,,,2.04,0.023,-0.023,0.0,1.0,-17.829,0.033,-0.033,0.0,1.0,2459567.884,0.004543,-0.004543,0,1,23.1678315,0.0001907,-0.0001907,0,1,4.295,0.359,-0.359,0,1,11480.0,13.0913,-13.0913,0,1,9.49037,,,0,1,14.833,,,,,546.0,,,,,13.4113,0.009,-0.009,0,1,454.675,3.574,-3.574,0,1,5120.0,122.0,-122.0,0,1,4.48,,,0,1,0.88,,,0,1,2022/5/17 20:13,2024/8/22 10:08,184.82730800000002,229.82730800000002,21.77338107107545,25.91204856216216,0.976198469173508,9.248287193538989
5238,5239,5575.01,5575,160162137,160162137.0,1,PC,16h04m59.65s,241.248539,,,+85d12m17.01s,85.204724,,,-19.384,0.088,-0.088,0.0,1.0,131.435,0.097,-0.097,0.0,1.0,2459747.659,1.8e-05,-1.8e-05,0,1,32.0736228,1e-06,-1e-06,0,1,2.347,0.003,-0.003,0,1,145640.0,866.394,-866.394,0,1,9.48121,0.285814,-0.285814,0,1,0.243503,,,,,195.0,,,,,14.0127,0.008,-0.008,0,1,56.6893,0.1695,-0.1695,0,1,3176.0,157.0,-157.0,0,1,5.0,0.02,-0.02,0,1,0.24,0.01,-0.01,0,1,2022/5/17 20:13,2024/8/22 10:08,43.751461000000006,88.751461,38.39163104825738,34.96394604495049,356.53310662257275,355.1997419419123
5245,5246,5581.01,5581,456306892,456306892.0,1,PC,07h52m15.7s,118.065411,,,+70d09m56.05s,70.165569,,,-23.591,0.029,-0.029,0.0,1.0,-41.288,0.039,-0.039,0.0,1.0,2459390.961,0.001666,-0.001666,0,1,33.5383044,0.0002283,-0.0002283,0,1,3.92217,0.1091445,-0.1091445,0,1,12623.75453,366.30484,-366.30484,0,1,9.8149834,0.6591355,-0.6591355,0,1,9.3663171,,,,,446.1819156,,,,,11.8294,0.006,-0.006,0,1,191.145,0.8725,-0.8725,0,1,4947.0,123.5,-123.5,0,1,4.55,0.09,-0.09,0,1,0.794396,0.0501181,-0.0501181,0,1,2022/5/17 20:13,2024/9/7 10:08,166.93458900000002,211.93458900000002,15.593133116132538,17.67845954862023,356.2558454694184,8.929125906124336
5247,5248,5583.01,5583,357244603,357244603.0,1,PC,07h10m31.53s,107.631373,,,+74d29m08.68s,74.485744,,,-2.327,2.244,-2.244,0.0,1.0,-24.658,2.244,-2.244,0.0,1.0,2459601.814,0.001674,-0.001674,0,1,3.0650073,5.14e-05,-5.14e-05,0,1,1.548,0.217,-0.217,0,1,23190.0,51.2652,-51.2652,0,1,11.1354,0.794536,-0.794536,0,1,26.6949,,,,,633.0,,,,,14.2833,0.007,-0.007,0,1,,,,0,1,3619.0,157.0,-157.0,0,1,4.57,0.03,-0.03,0,1,0.69,0.04,-0.04,0,1,2022/5/17 20:13,2024/8/22 10:08,177.368627,222.368627,19.49978579729214,23.004115250027763,359.3885572827764,9.290054997865035
5263,5264,5598.01,5598,237108775,237108775.0,1,PC,17h09m15.75s,257.315636,,,+80d24m57.89s,80.41608,,,-10.306,0.062,-0.062,0.0,1.0,11.177,0.08,-0.08,0.0,1.0,2459900.652,0.003913,-0.003913,0,1,6.2948747,7.85e-05,-7.85e-05,0,1,1.878,0.327,-0.327,0,1,16707.0,1398.26,-1398.26,0,1,6.67951,0.409179,-0.409179,0,1,9.34062,,,,,487.0,,,,,14.7371,0.008,-0.008,0,1,248.266,2.043,-2.043,0,1,3584.0,157.0,-157.0,0,1,4.71,0.01,-0.01,0,1,0.53,0.02,-0.02,0,1,2022/5/17 20:14,2024/8/22 10:08,27.684364000000016,72.68436400000002,43.3410987245985,37.312585131519135,354.9925018847506,350.51488007934284
5267,5268,5600.01,5600,287268770,287268770.0,1,PC,10h20m36.33s,155.151361,,,+63d17m26.13s,63.290591,,,2.427,0.023,-0.023,0.0,1.0,-2.598,0.024,-0.024,0.0,1.0,2459630.693,0.000934,-0.000934,0,1,10.717359,2.36e-05,-2.36e-05,0,1,2.784,0.297,-0.297,0,1,22680.0,20.47,-20.47,0,1,12.4655,,,0,1,30.4561,,,,,654.0,,,,,13.1922,0.007,-0.007,0,1,378.06,2.318,-2.318,0,1,5047.0,122.0,-122.0,0,1,4.55,,,0,1,0.8,,,0,1,2022/5/17 20:14,2024/8/22 10:08,129.848639,174.848639,16.04894037897257,8.37670426467728,342.5079053141452,358.08461670272203
5286,5287,5615.01,5615,235711993,235711993.0,1,PC,16h51m44.38s,252.934906,,,+80d07m22.9s,80.123028,,,4.344,0.024,-0.024,0.0,1.0,-18.236,0.031,-0.031,0.0,1.0,2459919.253,0.002368,-0.002368,0,1,11.7672708,2.16e-05,-2.16e-05,0,1,3.098,0.195,-0.195,0,1,13190.0,24.4161,-24.4161,0,1,15.2219,,,0,1,141.822,,,,,961.0,,,,,13.0669,0.01,-0.01,0,1,693.821,7.558,-7.558,0,1,6205.0,122.0,-122.0,0,1,4.43,,,0,1,1.1,,,0,1,2022/5/17 20:14,2024/8/22 10:08,32.06509399999999,77.06509399999999,43.16888444187275,36.62162114789891,354.11449202695405,350.10396584335945
5287,5288,5616.01,5616,154220877,154220877.0,1,PC,12h19m36.39s,184.901638,,,+48d40m59.84s,48.68329,,,-43.117,0.034,-0.034,0.0,1.0,28.563,0.046,-0.046,0.0,1.0,2459634.535,0.003306,-0.003306,0,1,2.0034478,0.0004688,-0.0004688,0,1,1.285,0.25,-0.25,0,1,24660.0,104.244,-104.244,0,1,10.9523,0.809749,-0.809749,0,1,58.2268,,,,,769.0,,,,,14.6877,0.007,-0.007,0,1,390.415,5.8005,-5.8005,0,1,3927.0,157.0,-157.0,0,1,4.61,0.01,-0.01,0,1,0.65,0.02,-0.02,0,1,2022/5/17 20:14,2024/8/22 10:08,100.09836200000001,145.098362,19.631543935395573,-0.7305220972154391,322.00589313681684,341.51851345268324
5409,5410,5723.01,5723,235901733,235901733.0,1,PC,19h18m02.12s,289.508854,,,+80d31m54.69s,80.531857,,,-20.649,0.029,-0.029,0.0,1.0,-13.155,0.033,-0.033,0.0,1.0,2459413.809,0.002166,-0.002166,0,1,170.6465146,0.0011722,-0.0011722,0,1,6.1836278,0.177533,-0.177533,0,1,12283.66337,310.08603,-310.08603,0,1,12.8504525,0.7675774,-0.7675774,0,1,3.4087943,,,,,346.553227,,,,,12.8857,0.008,-0.008,0,1,575.831,6.5645,-6.5645,0,1,5695.0,139.936,-139.936,0,1,4.32135,0.0803177,-0.0803177,0,1,1.14952,0.0593367,-0.0593367,0,1,2022/8/18 20:04,2023/6/13 16:02,-4.508853999999985,40.491146000000015,44.4346711139267,41.931437014248594,0.8500752664284185,353.22254085099297
5467,5468,5775.01,5775,289666986,289666986.0,1,PC,03h44m57.63s,56.240106,,,+77d27m52.57s,77.464603,,,23.072,0.059,-0.059,0.0,1.0,-49.479,0.077,-0.077,0.0,1.0,2459765.105,0.007592,-0.007592,0,1,2.4369467,0.000759,-0.000759,0,1,3.969,0.986,-0.986,0,1,26190.0,1786.04,-1786.04,0,1,7.18163,1.90783,-1.90783,0,1,471.423,,,,,1298.0,,,,,14.8831,0.007,-0.007,0,1,190.462,1.624,-1.624,0,1,3550.0,157.0,-157.0,0,1,4.82,,,0,1,0.41,0.01,-0.01,0,1,2022/9/1 23:42,2024/8/22 10:08,228.759894,273.75989400000003,26.276337922160423,34.859242006152975,8.622063070382234,12.634170917839487
5470,5471,5778.01,5778,264468702,264468702.0,1,PC,21h42m56.99s,325.737466,,,+83d18m42.21s,83.311725,,,29.928,0.064,-0.064,0.0,1.0,10.192,0.056,-0.056,0.0,1.0,2459762.213,0.00199,-0.00199,0,1,6.0962241,5.94e-05,-5.94e-05,0,1,1.866,0.2,-0.2,0,1,21520.0,33.3127,-33.3127,0,1,9.0747,0.468899,-0.468899,0,1,11.1142,,,,,508.0,,,,,14.0296,0.007,-0.007,0,1,236.52,1.9345,-1.9345,0,1,3769.0,157.0,-157.0,0,1,4.65,0.01,-0.01,0,1,0.6,0.02,-0.02,0,1,2022/9/1 23:42,2024/8/22 10:08,-40.73746599999998,4.2625340000000165,39.9382589295851,41.66803109291778,4.665217128947749,359.45609060805396
5747,5748,6027.01,6027,368678195,368678195.0,1,PC,00h50m57.78s,12.740739,,,+68d11m09.25s,68.185903,,,-6.448,0.043,-0.043,0.0,1.0,-6.093,0.034,-0.034,0.0,1.0,2459882.348,0.001135,-0.001135,0,1,2.8406462,0.0002049,-0.0002049,0,1,2.7440612,0.0815517,-0.0815517,0,1,57872.83361,1552.9954,-1552.9954,0,1,24.2892126,0.6621586,-0.6621586,0,1,293.4109933,,,,,1055.57439,,,,,13.8504,0.007,-0.007,0,1,416.463,4.1105,-4.1105,0,1,4389.0,122.0,-122.0,0,1,4.24954,,,0,1,1.02903,,,0,1,2023/1/20 0:26,2023/1/20 12:03,272.259261,317.259261,32.99082826495293,49.11823527493274,22.01909066904106,18.883428337626857
5774,5775,6051.01,6051,353960022,353960022.0,1,PC,04h09m30.61s,62.377542,,,+47d33m23.93s,47.556648,,,-0.476,0.049,-0.049,0.0,1.0,-2.101,0.036,-0.036,0.0,1.0,2459913.022,0.002081,-0.002081,0,1,3.9200919,0.0005415,-0.0005415,0,1,4.1169544,0.1537041,-0.1537041,0,1,22430.00406,807.65204,-807.65204,0,1,22.5941886,0.6540062,-0.6540062,0,1,1241.175166,,,,,1513.833177,,,,,13.4593,0.023,-0.023,0,1,915.507,23.8425,-23.8425,0,1,6574.32,207.97,-207.97,0,1,4.23875,,,0,1,1.47238,,,0,1,2023/2/8 21:13,2024/1/9 12:02,222.622458,267.622458,0.9448477302210544,23.5991152650245,22.82796785979518,41.67171429058713
